,class,mfcc,image
1108,dog,"[-2.6772382e+02  1.3035548e+02  2.6360956e+01  8.8865179e-01
 -4.1326256e+00  9.0570898e+00  3.5820060e+00  7.3731303e+00
  2.1428821e+00  7.8151579e+00 -6.9613653e-01  2.1637224e-02
 -4.8986111e+00  4.3637614e+00 -9.6433550e-01  2.7214966e+00
 -4.6441674e+00  1.7516133e+00  4.2096576e-01  6.2897153e+00
 -1.3679732e+00 -1.1045289e-01 -5.2292223e+00  1.9408474e+00
 -1.8986214e+00  5.4065317e-01 -4.9354200e+00  7.1696532e-01
 -2.7004790e+00  2.0925207e+00 -1.2263660e+00  4.5577722e+00
  1.2573527e+00  3.3541472e+00 -2.5980535e+00  7.5414348e-01
 -1.4092788e+00  2.4117613e+00 -1.3708297e+00 -5.2682064e-02]",n02091635_2.jpg
1109,bird,"[-9.5346362e+02 -1.2681479e+01  3.1380091e+00  1.5822504e-01
 -1.2652831e+00  1.6815066e+00 -2.3578544e+00  3.4268095e+00
 -1.6401943e+00  3.1770744e+00 -2.4235146e+00  2.0104206e+00
 -3.4537048e+00  1.2941816e+00 -3.6669207e+00  2.3985937e+00
 -3.2348740e+00  1.8356395e+00 -3.5547631e+00  2.1184208e+00
 -3.0539613e+00  1.7430160e+00 -2.3116014e+00  2.5107622e+00
 -2.1485453e+00  2.2468615e+00 -2.3451948e+00  2.3507440e+00
 -1.5007805e+00  2.7773275e+00 -2.2523124e+00  2.0862467e+00
 -2.0956616e+00  1.6980641e+00 -2.3296039e+00  1.9887203e+00
 -1.9743947e+00  1.5277485e+00 -1.7849742e+00  1.3589963e+00]",0543.jpg
1110,bird,"[-4.6719022e+02  7.2423737e+01  3.9111862e+01  3.6421951e+01
 -1.7751534e+01  2.8329344e+00  2.3524299e+00 -1.5987927e+01
 -2.4639578e+00  6.2709060e+00 -1.4055378e+01  7.6724658e+00
 -3.3287344e+00  3.0938957e+00  1.0384262e-01  4.3357143e+00
 -3.5359282e+00  3.4861460e+00 -6.1328572e-01  1.1367526e+00
  2.5197287e+00  3.4770408e+00 -1.3547821e+00  2.6414518e+00
 -3.3766730e+00  2.3526342e+00 -3.0710096e+00  9.1436487e-01
 -1.8500779e+00  2.4450479e+00 -1.3909701e+00  1.6616253e+00
 -4.6707339e+00 -1.5436025e+00 -3.4102745e+00  8.9028662e-01
 -2.1545429e+00  1.3309089e+00 -3.6112692e+00  2.3752334e+00]",0586.jpg
1111,bird,"[-263.33124     86.65646    -11.348973    10.805108   -15.43823
  -11.905486     1.943913     2.4457107   -3.875736     8.622283
   -7.0921626    4.551756     1.0754851    1.4744722    2.402956
    5.6799364   -5.0372915    4.0497813   -0.9363563    4.193726
   -1.7870368    3.951249    -1.3323811    1.5287575   -1.8225251
    3.6497157   -3.462456     1.8026371   -1.1560278    1.1127731
   -0.8375025    2.3021622   -3.387098     3.5552175   -2.414256
    0.5631481   -0.5263756    1.9713471   -1.1981179    2.0585248]",0108.jpg
1112,dog,"[-4.1876523e+02  1.6370058e+02 -4.3078747e+01 -4.8050358e+01
 -2.2588594e+01 -5.6758296e-01 -2.2630068e+01  4.3076153e+00
 -5.4660110e+00  1.1563895e+01 -9.1157097e-01  8.6680183e+00
  4.0440378e+00  9.1163292e+00 -6.9670305e+00  1.6991674e+00
 -2.0441976e+00 -1.5089676e+00 -2.0935261e+00 -2.2551541e+00
 -2.7309325e+00 -1.5186497e+00 -4.8323750e+00 -2.1332994e+00
 -2.5126116e+00  2.1313049e-01  1.4625955e+00 -5.2170223e-01
 -1.4177784e+00 -3.6935225e+00  8.5436821e-01  1.4872913e+00
 -3.2548144e+00 -8.1741709e-01 -1.0021853e+00 -2.5304899e+00
 -3.4212294e+00 -1.1609311e+00 -2.0977743e+00 -3.6196015e+00]",n02097130_603.jpg
1113,bird,"[-3.4416852e+02  1.5076191e+01  2.2447477e+01  7.6939720e+01
 -7.5407195e+00  3.5344074e+01  8.3446617e+00  1.3197192e+01
 -9.9017754e+00  1.0504093e+01 -5.7568846e+00  5.9116578e+00
 -2.6660850e+00  7.0840459e+00  8.5861855e+00  1.2404963e+01
  2.7620907e+00  1.0173888e+01  1.1365753e+00  8.0076180e+00
 -4.1513923e-01  4.4237843e+00 -5.8204395e-01  8.7424231e+00
  1.0865839e+00  3.3645270e+00  1.8116517e+00  7.4927473e+00
  1.3100709e+00  5.8482633e+00 -3.5048845e+00  2.7586630e-01
  6.0842282e-01  1.8416516e+00 -4.4392781e+00 -2.5450268e+00
 -3.4923551e+00 -1.2557873e-02 -1.4992012e+00 -2.2007880e+00]",0404.jpg
1114,car,"[-1.50685730e+02  1.26722046e+02 -1.84155331e+01  7.38205385e+00
 -8.45883942e+00  5.16551018e+00 -8.84974766e+00  9.59910488e+00
  3.13336879e-01  3.88337421e+00 -1.51669574e+00 -3.26219463e+00
 -1.11615887e+01 -2.61460209e+00 -3.95589137e+00  2.31176233e+00
 -1.32615101e+00  7.22688103e+00 -9.67106223e-01  1.40807009e+00
 -4.95624685e+00  6.98623657e+00 -2.02359915e-01  5.31246901e+00
 -4.91263211e-01  6.88613474e-01 -5.52729368e+00 -1.77727783e+00
 -6.56341505e+00  5.29246521e+00  1.22012317e+00  3.88158345e+00
 -3.15150976e+00  8.67695063e-02 -3.61949825e+00  2.68744111e+00
 -2.34832406e+00  3.78645992e+00 -2.52708626e+00  2.64730549e+00]",train_00987.jpg
1115,bird,"[-3.49041107e+02  7.85441284e+01 -3.81431694e+01  1.99704036e-01
 -4.36947479e+01  4.52826738e+00 -1.09440279e+01 -6.75584841e+00
 -1.15305605e+01 -1.73314166e+00 -6.27280235e+00 -3.10634065e+00
 -2.91488957e+00  5.23653793e+00 -2.00784516e+00  3.35894942e+00
 -7.71590757e+00  4.48551953e-01 -3.94648528e+00 -9.31891203e-01
 -7.55832386e+00 -2.86939353e-01 -3.13659883e+00 -9.03525352e-01
 -5.20508003e+00 -2.02892572e-02 -4.40984964e+00  1.75657582e+00
 -3.59121084e+00  1.62398648e+00 -3.70262313e+00  1.89527440e+00
 -1.88364804e+00 -1.80853271e+00 -4.07294655e+00  2.38194036e+00
 -3.23684764e+00 -7.18917251e-01 -2.57970500e+00  6.21532798e-01]",0498.jpg
1116,bird,"[-394.84784     59.635708   -14.995757    10.315799    -9.365465
    2.7193196   -3.2218828    1.17686     -3.6655867    0.6811095
   -4.7926254    1.4099171   -4.932382     1.2949334   -5.601161
    1.023643    -4.6624227    0.7950518   -3.931014     1.6415551
   -3.6495855    0.8142674   -5.312732     0.4263315   -3.3475137
    1.6598452   -2.6386936    1.414003    -3.796692     1.07701
   -3.1644442    1.6212857   -3.8234718    0.620079    -2.0107749
    1.4549226   -3.5152214    1.5815918   -2.0201783    1.0056298]",0714.jpg
1117,bird,"[-4.3261404e+02  7.1729599e+01  1.1130583e+01  6.5190887e+01
  2.9723260e+00  4.2557030e+01  1.5486908e+01  8.7673101e+00
  3.0580292e+01  1.4033182e+01  1.1071750e+01  1.4559742e+01
  1.0256722e+01  9.5908175e+00  6.5321274e+00  3.7491524e+00
  1.0310092e+01  3.3930998e+00 -9.3399978e-01  5.1272769e+00
  3.1490308e-01  2.4031000e+00 -5.2400881e-01  2.8183947e+00
  6.3889658e-01  8.9940715e-01  3.6773514e-02  3.4158196e+00
 -1.6476277e+00  3.0105591e+00  3.9479664e-01  2.9021878e+00
  2.2479429e+00  2.7464278e+00  8.6353403e-01  3.6804965e+00
  1.0305084e+00  5.1133428e+00  6.0024124e-01  3.0176497e+00]",0955.jpg
1118,dog,"[-3.2197659e+02  1.2292456e+02 -5.3486294e+01 -1.8805359e+01
 -3.0211969e+01 -3.4882791e+00 -2.4553736e+01 -5.9322968e+00
  2.6450605e+00 -7.3572369e+00 -7.2522278e+00  1.8899376e+01
  2.0680542e+00  4.2397580e+00 -4.9792476e+00  6.9404759e+00
 -9.3061256e-01 -4.8159590e+00  7.7813945e+00  6.0003924e+00
 -8.0584478e+00 -1.7698299e+00  3.0860679e+00 -5.1294094e-01
 -3.4949967e-01 -5.0399107e-01 -4.5853844e+00 -2.8501325e+00
 -5.5793147e+00  8.1061399e-01  4.1957960e+00  1.7369641e+00
  1.1355710e+00 -2.2324739e-01 -1.5829910e+00 -1.6175396e+00
 -3.8966117e+00  2.8396027e+00 -2.8949821e+00 -1.4673336e+00]",n02088238_305.jpg
1119,bird,"[-452.09875     32.622585    27.275982    23.57498     13.279562
   19.918312    11.490629    12.127074    13.758526     6.880954
   14.000757     7.7693806   10.066468    10.44231      6.9703097
   11.0291395    7.6670957    8.177497     9.920609     5.389009
    9.518728     6.6567416    6.5496855    8.050748     6.060137
    7.0129085    6.5575466    5.9947953    6.2002583    6.1013856
    5.3821163    6.2682834    4.6989374    5.5386214    4.7421937
    5.0247655    4.90711      4.826838     4.606618     5.1330004]",0228.jpg
1120,bird,"[-3.2063358e+02  7.0876617e+01 -2.3448183e+01  5.9348454e+01
  4.4050919e+01  1.3460400e+01  1.0640227e+00  2.2350077e+01
 -5.2802849e+00  6.1091822e-01 -4.1529217e-01  1.4177853e+01
 -5.3877192e+00 -3.7035513e-01 -5.0059505e+00  1.5351979e+00
 -1.3563871e+00  2.4298449e+00 -4.4791527e+00  1.1821507e+00
 -9.1046381e+00  2.4279692e+00 -1.7819591e+00  5.5344954e+00
 -6.6376843e+00  4.2380214e+00 -2.5668650e+00 -9.9913120e-01
 -2.1200576e+00  1.6191902e+00 -3.4230819e+00  4.2019609e-01
 -2.4642222e+00 -1.4691210e-01 -6.7208714e+00  1.9849375e+00
 -2.4489386e+00  1.0046921e+00 -1.3256814e+00  3.7391641e+00]",0042.jpg
1121,bird,"[-311.6762      -10.205199    -54.08227      28.192553    -46.7132
   20.456976     -8.213337     -9.314093    -16.084923     -1.0504014
  -10.727406    -11.426427    -12.064138     -6.9384227    -6.7373624
   -3.3261747    -8.930872     -2.4488127   -10.250792     -0.87279207
   -3.0497565    -1.136686     -4.7430873     1.3604774    -1.7293689
    7.518146     -0.33909687    5.352404      0.9462168    -1.4889855
   -0.546222      0.8810207    -0.46259233    4.867132     -1.5991536
   -0.46602094   -7.5613246    -4.395116    -10.619628     -4.477601  ]",0850.jpg
1122,bird,"[-4.9329083e+02  1.6626999e+00 -9.6081001e+01 -6.0614357e+01
 -6.9594101e+01 -5.2767456e+01 -1.9461100e+01 -1.6076323e+01
 -9.2427816e+00  5.3312182e+00 -4.8125086e+00  1.7377853e+00
 -5.4371295e+00 -1.2587438e+00 -6.1901689e+00  1.8401897e+00
  1.6317941e-01  1.4083767e+00  1.1974435e+00  3.1371696e+00
 -7.1774763e-01  4.1924663e+00 -3.8585836e-01  3.4330254e+00
 -2.3848372e+00  1.6297065e+00 -3.1937003e+00  2.6789782e+00
 -2.7292073e+00  2.8231950e+00 -2.9374306e+00  2.3015077e+00
 -1.5128375e+00  3.4947767e+00 -1.6846274e+00  2.2725773e+00
 -3.2018332e+00  1.3793931e+00 -3.1401651e+00  1.8994362e+00]",0178.jpg
1123,dog,"[-4.65374817e+02  1.10172043e+02 -1.55037689e+01 -1.97611198e+01
 -1.14000902e+01  1.07465374e+00  1.70628703e+00  1.12160492e+01
  3.21709752e+00  5.86331177e+00  2.91455674e+00 -2.75231838e+00
  7.65163265e-03  5.78291035e+00 -4.79565239e+00 -1.11279993e+01
 -3.41853094e+00  3.14113069e+00 -2.34122467e+00 -5.91225433e+00
  4.21759319e+00  2.90165448e+00 -4.06512117e+00  1.48977578e+00
  1.53057027e+00 -7.45437980e-01 -1.29613745e+00  1.56240129e+00
 -9.09911096e-01  1.06075615e-01  3.14425915e-01 -1.09641492e+00
 -1.18598592e+00 -1.18912518e+00 -2.53467059e+00 -1.10030317e+00
 -1.75303578e+00 -7.30356991e-01  2.10490131e+00 -1.55197608e+00]",n02099429_273.jpg
1124,car,"[-340.09348     155.06265     -22.9683       26.48506       3.4337525
   22.528994     13.437341     17.658564     14.910187     16.553543
    2.8048818     7.043176     -2.2748725     1.9100013    -2.776461
    2.4757268    -1.614195      2.4982812    -5.8090215    -1.5992484
   -1.4296706     1.7628067    -6.2942486    -1.556435     -7.170183
   -1.2188251    -5.4117575    -1.1849312    -4.75367       0.3801735
   -4.9321685     0.55747503   -2.2992904    -0.9027004    -4.3916078
   -0.39617044   -2.3283885     2.4227686     3.5260065     4.608502  ]",train_00034.jpg
1125,car,"[-1.97885056e+02  8.08415070e+01  3.10683613e+01  2.27690048e+01
  1.35739756e+01  3.12617302e+01  1.61601219e+01  4.15406265e+01
  1.00819206e+01  1.12840338e+01  2.06164246e+01  1.66659546e+01
 -9.87746334e+00  1.52708101e+01  3.40833807e+00 -5.87856865e+00
 -1.88118362e+01  1.55379848e+01  7.47328043e-01  1.15392774e-01
 -5.26378298e+00  1.57085109e+00 -6.64559364e+00 -2.79507995e+00
  3.91591758e-01  6.77318859e+00 -1.27885675e+00  4.89352942e+00
 -3.01511693e+00 -1.96651185e+00  8.28105867e-01  8.41221714e+00
 -1.56158066e+00 -7.11690474e+00 -6.86366081e+00 -1.91868019e+00
 -6.04438734e+00  3.17818618e+00 -2.02992964e+00 -1.53725195e+00]",train_00352.jpg
1126,bird,"[-443.5303     -34.59159     32.864143    96.792915   -27.557655
   36.152683    15.418467    13.971577     4.116866    15.64993
   -1.9212766    8.870747     5.1225677    9.02484     10.821182
    7.77773      5.873044     7.9519243    2.5591536    8.700137
    1.875349     5.469328     7.880765     3.2201307   -1.155518
    3.7965136    1.2359653    4.7284827   -3.2955332    6.738223
   -3.1246521    2.0975301    2.3220217   -0.8561176    1.2728709
    1.4548392   -1.7064723    5.687177    -4.0868387    5.2401485]",0398.jpg
1127,car,"[-4.0258142e+02  1.4731709e+02  3.1304253e+01  5.3662174e+01
  4.4731052e+01  4.2063931e+01  1.5809967e+01  1.0181550e+01
  1.1854685e+01  1.6845814e+01  2.5659411e+00 -3.5551984e+00
  6.6773252e+00  6.3151112e+00  5.8766665e+00 -8.1325513e-01
 -4.9349988e-01  3.9694795e-01 -5.5753654e-01 -7.6998429e+00
 -3.3208940e+00  4.6794215e-01  2.1486928e+00 -4.0285203e-01
 -4.6147528e+00  1.5166418e-01 -2.3616393e+00  1.3181278e+00
 -2.9536745e-01  8.0462471e-02 -1.9659718e+00 -1.8650056e+00
  3.4847281e+00 -1.3185246e+00 -6.0621476e+00 -9.2761497e+00
 -3.0567245e+00 -1.9537660e+00 -4.4443035e+00 -2.5126736e+00]",train_00476.jpg
1128,car,"[-3.3604953e+02  1.2545972e+02  5.2094798e+00  6.7734833e+01
  3.3622786e-01  2.2730503e+01  1.2104206e+01  1.9797905e+01
  5.7769909e+00  8.3829918e+00 -2.3250926e+00  9.5139885e+00
 -4.9644785e+00  3.1143830e+00 -3.7093782e+00  3.6158516e+00
 -1.9849712e+00 -6.4884095e+00 -7.9691261e-01 -8.7797278e-01
 -6.8575639e-01 -3.2926085e+00 -9.5251197e-01  2.2849112e+00
 -4.1334896e+00 -1.9675697e+00 -7.7595800e-01  1.2488392e-03
 -2.5052121e-01 -7.1548611e-01 -1.5965896e+00 -2.6057570e+00
 -1.8538489e+00 -1.1865457e+00 -4.7767320e+00 -5.7993464e+00
 -5.6854463e+00 -6.6180873e+00 -5.9602833e+00 -4.6163821e+00]",train_00438.jpg
1129,bird,"[-6.0780481e+02  3.8709030e+01  9.9792719e+00  3.2946678e+01
 -8.3239899e+00  2.6524725e+01  7.6809874e+00  6.5576429e+00
  1.2305927e+01  5.6632447e-01  7.8528180e+00  1.5281265e+01
 -7.3528490e+00  1.6940821e+01 -3.5262573e-01 -7.8333348e-02
  9.9302654e+00 -6.7156863e-01  3.9909983e+00  7.7552013e+00
 -6.5084805e+00  9.5496035e+00 -2.4648454e+00  4.4166303e+00
  5.8084768e-01  3.4298363e+00 -9.9996948e-01  7.2492495e+00
 -3.8467562e+00  4.1764312e+00 -5.1553375e-01  1.5077840e+00
 -2.5176674e-01  9.1825718e-01 -4.9271718e-01  1.6688908e+00
 -2.2392130e+00  1.6106716e+00  6.6057497e-01  1.7220536e+00]",0027.jpg
1130,bird,"[-5.5559894e+02  4.7567623e+01 -4.3628525e+01 -1.7190153e+01
 -1.5221024e+01 -4.2709427e+00 -2.5540411e+01 -8.5052748e+00
 -5.8101473e+00 -1.6386898e+00 -1.1673992e+00  3.5379305e+00
 -1.6642623e+00  7.5241275e+00  5.2128339e-01  1.0364760e+01
  9.1015166e-01  5.1174755e+00  2.1494064e+00  4.7914553e+00
  2.1366332e+00  3.5850348e+00 -3.0365553e+00  2.2639949e+00
 -4.6890216e+00  6.5953722e+00 -6.5274757e-01  2.2766481e-03
  4.1400015e-01  1.7183536e+00  1.4182185e-01  3.4734914e+00
 -3.6760437e+00  5.0949779e+00 -4.1409593e+00  2.0209081e+00
 -1.9086205e+00  1.2613100e-01  6.5232414e-01  8.1111199e-01]",0148.jpg
1131,dog,"[-2.42056992e+02  6.15682373e+01 -5.57281151e+01 -1.98637676e+01
 -1.13536108e+00  1.14399347e+01 -1.81768799e+00  7.03677368e+00
  1.19959192e+01  1.22665548e+01 -2.55697083e+00 -1.17405062e+01
 -5.44286633e+00  8.11923313e+00  2.11769891e+00  5.21907377e+00
  3.88030982e+00  2.22375989e+00 -7.36807299e+00  1.41988170e+00
  1.71859276e+00  2.49775901e-01 -4.26221514e+00  1.55395325e-02
 -1.31787920e+00  2.36535096e+00 -1.11304963e+00  1.50856590e+00
  2.42102218e+00  3.02399230e+00 -3.99673486e+00 -9.96097207e-01
  3.96596122e+00  4.75054121e+00  1.60258293e+00  4.00183320e-01
 -1.07604110e+00  1.20549373e-01 -3.14749241e+00  2.98033142e+00]",n02100583_220.jpg
1132,car,"[ 61.92932    104.31634    -19.430937    48.374813   -26.759014
  23.821886   -39.55778      5.6004376  -21.79408     -5.824672
   4.947615   -13.953854     2.544612     3.6480596   -3.702152
  -7.900858     5.5568585    2.2541196   -6.0687504    0.6848757
  -0.63296276   2.5990539   -7.1635213    3.7735572   -9.461203
   3.0726218   -4.3544555    1.7110035   -4.6778326    4.0084696
  -5.668278    -1.5124824   -6.6414733    3.7690039   -1.0018761
   1.41175      1.9372867    1.6074237    1.4560574    2.5384421 ]",train_00795.jpg
1133,car,"[-99.66939     96.000824   -46.79753      9.114584   -20.485773
  14.050726   -14.99344     -6.853546    13.845458     9.865437
  -6.7605367    5.2752404  -11.49818      9.114533    -2.8105333
   6.6414943   -3.4437227    1.8201218   -5.7240443    0.78547156
  -6.086194     4.3452754    2.8638346    4.1384006    2.8356948
   7.2443347    0.46372327   7.89117     -1.6511943    5.996266
  -0.47168887   6.026474    -1.6403419    2.2800913   -1.8772659
   4.7170415   -0.62472814   5.209309    -0.24948606   3.9653435 ]",train_00110.jpg
1134,dog,"[-6.6100879e+02  1.2864362e+02 -8.5128212e+00 -7.0440993e+00
  1.1494159e+00  8.4069490e+00 -2.3343248e+00  5.7913251e+00
  2.0600691e+00  6.1159368e+00 -5.9313412e+00  3.4094148e+00
  2.5869169e+00  7.2248106e+00 -3.1234787e+00  6.2968631e+00
  3.5749762e+00  6.1681929e+00  2.3868058e+00  1.0134879e+01
  1.2111008e+00  3.1003494e+00 -1.5446854e+00  1.2171534e+00
 -5.4675407e+00  1.9371051e+00  1.4579457e+00  5.8799853e+00
 -2.3336213e+00  1.1607550e+00 -2.7622764e+00  1.7419922e+00
  5.0393766e-01  3.2780783e+00 -3.2742043e+00  3.7477090e+00
 -1.4540397e+00  5.1228470e-01 -7.4911481e-01  5.1462088e+00]",n02085782_23.jpg
1135,dog,"[-4.9946320e+02  1.2077763e+02  5.9605603e+00 -1.9504223e+01
 -1.1994494e+01  8.9323387e+00  8.5099310e-01 -2.4360852e+00
 -9.1512480e+00  3.7329629e-02  7.8110652e+00  4.4466705e+00
  2.5098648e+00  7.0628848e+00  6.6049709e+00 -2.0095394e+00
 -6.4305983e+00 -2.4508398e+00 -2.4096634e+00 -6.7885742e+00
 -4.0594668e+00  1.7748047e+00  5.2636914e+00 -9.2786908e-01
 -2.4616449e+00 -3.5291207e+00 -4.7903590e+00  6.7074794e-01
 -1.5578724e+00 -1.8735274e+00 -2.7110827e+00  1.2114897e-01
 -1.6120739e+00  2.5376117e-01 -1.7227509e+00 -8.6616170e-01
 -1.2634746e+00 -1.4281856e+00 -1.3435138e+00 -1.6305034e+00]",n02097298_825.jpg
1136,bird,"[-3.3576990e+02  1.3862135e+02  4.4313393e+01  5.4063259e+01
  2.8815149e+01  2.5381073e+01  1.8173212e+01  2.0342432e+01
  8.2946472e+00  1.1414673e+01  7.8595357e+00  8.4166298e+00
  2.5432229e+00  7.1104145e+00  4.0396023e-01  4.5167685e+00
  2.4091382e-01  2.9468412e+00 -1.4913341e+00  2.4695632e+00
 -8.2408178e-01  1.4382223e+00 -1.0104858e+00  5.5596948e-01
 -2.9375288e+00  2.1949043e+00 -1.8430381e+00  2.7569711e+00
 -2.3764665e+00 -7.4796164e-01 -2.1277037e+00  1.7861385e+00
 -1.6005542e+00  7.5905913e-01 -1.4048501e+00  3.4467214e-01
 -2.3971078e+00 -6.3416606e-01 -1.5987335e+00  7.6270217e-01]",0686.jpg
1137,dog,"[-3.82145325e+02  9.18980179e+01  1.98148041e+01  2.21787338e+01
  4.01305962e+00  1.02406073e+01 -6.71201348e-01  3.54450250e+00
 -4.53245878e+00  5.21497154e+00 -2.51764178e-01  6.10461760e+00
  2.91015625e+00  1.14291725e+01  8.14066601e+00  1.46505318e+01
  5.97534466e+00  4.19336510e+00 -7.10848570e+00 -3.10291672e+00
 -7.06741905e+00 -7.22733617e-01 -6.54036379e+00 -3.84813023e+00
 -9.85794353e+00 -5.09678662e-01  2.09377623e+00  8.26858616e+00
  1.53196192e+00  5.69714499e+00 -1.46485639e+00  1.86685228e+00
 -4.82965899e+00 -2.14597821e+00 -4.74540329e+00  1.26276478e-01
 -4.23105145e+00 -2.67661065e-01 -4.37098122e+00  6.82561934e-01]",n02085782_38.jpg
1138,dog,"[-312.40115     141.8023     -116.4023      -48.9007       -1.0263947
  -57.658497    -43.057167     -6.196113    -15.690835    -24.720148
  -11.54405      -8.808522    -10.116782     -1.3277658     7.2296634
   16.826714     12.581461    -11.112446    -14.827363     -3.2696831
    3.7036734    10.909488      5.2948146    -8.939616     -6.4707303
   -0.83164537   -5.0460706    -2.87795       7.636102      8.113231
    2.666416      0.87416995   -1.3990163    -1.4048094     2.407907
    4.7398133     2.2656753    -5.8425965    -6.023662      1.6740804 ]",n02098286_118.jpg
1139,car,"[ 4.2309544e+01  1.0938598e+02 -1.2510193e+01  5.2914272e+01
 -3.1984941e+01  2.0397997e+01 -3.8292324e+01  8.7766123e+00
 -2.3900585e+01 -7.2003360e+00  7.9715123e+00 -1.2707935e+01
  5.1341710e+00  3.6828933e+00 -3.2908752e+00 -6.6602154e+00
  5.2585793e+00  1.2275316e+00 -3.9373560e+00 -2.7015531e-01
 -2.9357276e+00  2.4266555e+00 -5.6213665e+00  4.6777568e+00
 -7.0396252e+00  3.6438310e+00 -5.5099292e+00 -1.2100306e+00
 -3.1370797e+00  2.3237197e+00 -5.8608937e+00 -7.2023088e-01
 -4.2380214e+00  2.9340622e+00  7.9107687e-02  1.4986618e+00
  3.3646410e+00  2.2815523e+00  1.8816365e+00  8.0012822e-01]",train_00807.jpg
1140,dog,"[-493.7047       95.42214      -2.81684     -26.596733    -20.407106
    6.459894      4.9308596     4.2015634     1.988545     -7.960942
   -4.048304      4.2689238     9.779287      5.234093     -2.0887594
   -2.3863623    -3.705532      4.311129     -4.1800194    -1.4650241
   -5.0264874    -7.00786      -1.7998639     1.7831814     3.796539
   10.331208      1.1146951     2.9659045     2.97913       5.0283237
    4.9852223     8.014728      6.921468      5.465634      0.77136064
   -2.1089327     1.7770978     2.9707778     2.16913      -1.0490143 ]",n02087394_889.jpg
1141,car,"[-202.59203      76.34396      31.091372     21.866669     16.367437
   31.50584      14.7527685    40.305275      9.430225     11.858386
   22.728275     15.247498     -6.44062      18.12509       4.2323327
   -6.5160465   -19.847933     13.202348      1.8980442    -1.3232589
   -3.9810076     3.2786036    -4.765981     -2.9815903    -2.1115935
    5.739014     -0.70661676    7.209448     -1.7881618    -1.1637231
    1.7267021     6.3421955    -1.8084427    -6.0007076    -7.780772
   -0.42280528   -7.0672917     2.9048686    -3.8620384    -3.4134736 ]",train_00360.jpg
1142,bird,"[-5.0914471e+02  1.0132603e+02  3.8575768e+01  4.0919895e+01
  1.8102657e+01  2.6262545e+01  4.1546922e+00  4.4642143e+00
 -5.4613203e-01  1.1429025e+01 -1.8699512e+00  3.6196969e+00
  7.3771763e+00  9.6277504e+00  7.7306080e+00  6.3827138e+00
  6.9513197e+00  9.3820772e+00  2.9270151e+00  5.8963943e+00
  5.0114846e-01  6.8650465e+00  4.5190123e-01  4.9096394e+00
 -5.0914329e-01  5.2518120e+00  1.0903697e+00  5.5422740e+00
  4.0808544e+00  4.7162991e+00  5.0782484e-01  3.0560861e+00
  1.6311225e+00  4.0775161e+00 -2.0653930e-01  3.2899864e+00
 -1.5204139e+00  3.2866895e+00 -8.3850956e-01  3.0154436e+00]",0658.jpg
1143,car,"[-2.8374615e+02  1.9479239e+02 -1.0877859e+02 -4.6679855e+01
 -4.8778751e+01 -2.8262554e+01 -3.5902798e+01 -2.2425840e+01
 -3.6532055e+01 -1.4256774e+01 -2.8307615e+01 -2.1423826e+01
 -1.9057318e+01 -1.3769835e+01 -2.2020573e+01 -1.4738724e+01
 -1.7701780e+01 -1.9718184e+01 -1.2621746e+01 -1.2386840e+01
 -1.3659012e+01 -1.0098737e+01 -1.2375483e+01 -7.0301228e+00
 -9.1554432e+00 -9.2352734e+00 -7.6472120e+00 -5.5331073e+00
 -3.5449281e+00  3.9268081e+00  2.8927090e+00  2.8494301e+00
  1.8450080e-01  5.2949018e+00  9.2812262e+00  3.2123411e+00
  1.3387688e+00  3.2110474e-01  1.1621910e+00  6.3232651e+00]",train_00561.jpg
1144,bird,"[-4.8474854e+02  9.2080696e+01  1.8189247e+01  6.6066513e+01
 -9.3376989e+00  2.5823046e+01  1.8134117e+01  2.1016650e+00
  6.0933628e+00  2.7191057e+00 -3.2752318e+00  4.4819336e+00
  3.2989380e+00  1.1079525e+01  1.1702948e+01  1.6853811e+01
  6.5467525e+00  8.9115610e+00  2.9430380e+00  5.9045177e+00
  3.5199585e+00  7.8178267e+00  2.6203907e+00  5.0777116e+00
  2.6392200e+00  4.8474889e+00  7.6162392e-01  4.9329038e+00
  3.5844309e+00  3.4038980e+00 -6.6113460e-01  5.7647595e+00
 -1.5398461e+00  5.1238024e-01 -2.2519103e-01  1.6475304e+00
  1.0577534e+00  3.8609056e+00 -2.0628157e+00  2.0258672e+00]",0682.jpg
1145,car,"[-6.9091476e+01  1.1338730e+02  3.4191940e+01  1.4324783e+01
  4.7202344e+00  1.5651718e+01  8.9787140e+00  1.3053924e+01
 -4.4911199e+00  6.6134930e+00 -2.3500569e+00  3.8497679e+00
  8.6997576e-02  6.0771012e+00 -2.0986753e+00 -1.8047279e+00
 -4.9563699e+00  4.1480503e+00  3.8887799e-01  6.4056382e+00
  1.6733266e-01  6.5012178e+00 -8.4222004e-02  7.5833745e+00
 -4.2912431e+00  6.2054563e-01 -2.3972452e+00  5.3137646e+00
  4.4736117e-01  2.2664545e+00  1.4573116e+00  8.1001616e+00
  2.7023227e+00  4.7282696e+00 -3.5281451e+00  1.7446313e+00
 -9.2879391e-01  4.6015401e+00 -2.2325535e+00  4.8580623e+00]",train_00428.jpg
